State,Area_name,POVALL_2021,MEDHHINC_2021
US,United States,41393176,69717
AL,Alabama,800848,53990
AL,Autauga,6296,66444
AL,Baldwin,25526,65658
AL,Barbour,5089,38649
AL,Bibb,4204,48454
AL,Blount,6992,56894
AL,Bullock,2764,32027
AL,Butler,4226,39442
AL,Calhoun,21630,48166
AL,Chambers,6699,45447
AL,Cherokee,4513,46365
AL,Chilton,6973,55142
AL,Choctaw,2893,40601
AL,Clarke,4366,45447
AL,Clay,2560,47036
AL,Cleburne,2236,49769
AL,Coffee,8516,55052
AL,Colbert,9396,53341
AL,Conecuh,2528,35621
AL,Coosa,1754,45954
AL,Covington,7317,44188
AL,Crenshaw,2267,38037
AL,Cullman,11898,55036
AL,Dale,7587,50086
AL,Dallas,10914,33159
AL,DeKalb,13783,45062
AL,Elmore,10138,63147
AL,Escambia,8147,40506
AL,Etowah,17605,46308
AL,Fayette,3123,46122
AL,Franklin,5995,45440
AL,Geneva,5566,43206
AL,Greene,2520,30225
AL,Hale,3221,41995
AL,Henry,2694,56389
AL,Houston,20210,48701
AL,Jackson,9851,46998
AL,Jefferson,110131,55210
AL,Lamar,2300,44265
AL,Lauderdale,14838,52222
AL,Lawrence,4566,55555
AL,Lee,30989,54188
AL,Limestone,10363,69207
AL,Lowndes,2786,36993
AL,Macon,4725,35354
AL,Madison,39316,78386
AL,Marengo,4602,42048
AL,Marion,5209,44636
AL,Marshall,15145,50858
AL,Mobile,74061,49848
AL,Monroe,4349,40997
AL,Montgomery,47309,50645
AL,Morgan,16459,56340
AL,Perry,2591,31522
AL,Pickens,3591,43926
AL,Pike,7429,38945
AL,Randolph,4652,45889
AL,Russell,12620,44849
AL,St. Clair,11652,63015
AL,Shelby,17306,85457
AL,Sumter,4005,29490
AL,Talladega,14936,47331
AL,Tallapoosa,7420,47444
AL,Tuscaloosa,31735,56274
AL,Walker,12877,46343
AL,Washington,3091,49795
AL,Wilcox,3340,30071
AL,Winston,4455,47176
AK,Alaska,77736,78437
AK,Aleutians East Borough,625,71492
AK,Aleutians West Census Area,505,86050
AK,Anchorage Borough,26920,86152
AK,Bethel Census Area,4496,54849
AK,Bristol Bay Borough,93,88516
AK,Chugach Census Area,530,88029
AK,Copper River Census Area,375,61288
AK,Denali Borough,115,85251
AK,Dillingham Census Area,1033,58389
AK,Fairbanks North Star Borough,7247,76754
AK,Haines Borough,223,63155
AK,Hoonah-Angoon Census Area,395,56555
AK,Juneau Borough,2378,89922
AK,Kenai Peninsula Borough,6729,71111
AK,Ketchikan Gateway Borough,1529,73260
AK,Kodiak Island Borough,1072,80863
AK,Kusilvak Census Area,2534,38203
AK,Lake and Peninsula Borough,290,51205
AK,Matanuska-Susitna Borough,11453,80164
AK,Nome Census Area,1920,65578
AK,North Slope Borough,1354,95041
AK,Northwest Arctic Borough,1560,67586
AK,Petersburg Borough,269,71878
AK,Prince of Wales-Hyder Census Area,859,56226
AK,Sitka Borough,717,78248
AK,Skagway Municipality,69,65712
AK,Southeast Fairbanks Census Area,890,68347
AK,Wrangell City and Borough,231,64732
AK,Yakutat Borough,86,73014
AK,Yukon-Koyukuk Census Area,1240,44934
AZ,Arizona,919680,68967
AZ,Apache,18422,41002
AZ,Cochise,20618,55748
AZ,Coconino,22677,63829
AZ,Gila,8900,52665
AZ,Graham,7385,52644
AZ,Greenlee,886,71669
AZ,La Paz,3303,44330
AZ,Maricopa,502224,76230
AZ,Mohave,38383,48169
AZ,Navajo,26324,49057
AZ,Pima,151169,60604
AZ,Pinal,45630,70835
AZ,Santa Cruz,9723,49216
AZ,Yavapai,29766,57676
AZ,Yuma,34270,55991
AR,Arkansas,2923,50928
AR,Ashley,3950,44030
AR,Baxter,5565,45116
AR,Benton,22890,78974
AR,Boone,4860,48700
AR,Bradley,2011,40454
AR,Calhoun,672,49977
AR,Carroll,4717,49225
AR,Chicot,2594,34857
AR,Clark,3699,47158
AR,Clay,2543,41419
AR,Cleburne,4109,50200
AR,Cleveland,1054,53705
AR,Columbia,4777,44651
AR,Conway,3494,47741
AR,Craighead,19674,52490
AR,Crawford,8790,54065
AR,Crittenden,10706,43821
AR,Cross,2738,45262
AR,Dallas,1213,42442
AR,Desha,3032,39042
AR,Drew,2715,46572
AR,Faulkner,16486,57573
AR,Franklin,2908,47834
AR,Fulton,2157,41557
AR,Garland,14319,48053
AR,Grant,2017,67088
AR,Greene,5898,53920
AR,Hempstead,4125,41281
AR,Hot Spring,5521,51662
AR,Howard,2245,42733
AR,Independence,6924,48957
AR,Izard,2384,40788
AR,Jackson,3316,37815
AR,Jefferson,12258,46100
AR,Johnson,4570,43003
AR,Lafayette,1448,38777
AR,Lawrence,3193,44661
AR,Lee,2448,29714
AR,Lincoln,2160,45435
AR,Little River,1854,46619
AR,Logan,3204,45558
AR,Lonoke,8161,64633
AR,Madison,2587,49691
AR,Marion,2986,42892
AR,Miller,8483,45450
AR,Mississippi,9276,41007
AR,Monroe,1667,37113
AR,Montgomery,1692,41359
AR,Nevada,1705,40283
AR,Newton,1366,41823
AR,Ouachita,4437,47169
AR,Perry,1500,51204
AR,Phillips,5623,32419
AR,Pike,1844,43710
AR,Poinsett,4948,42639
AR,Polk,3697,43166
AR,Pope,10897,47049
AR,Prairie,1257,59367
AR,Pulaski,68564,53597
AR,Randolph,3141,43484
AR,St. Francis,6108,36781
AR,Saline,10572,68107
AR,Scott,1681,39974
AR,Searcy,1633,35422
AR,Sebastian,24574,49170
AR,Sevier,2854,46651
AR,Sharp,3181,39183
AR,Stone,2567,37782
AR,Union,6726,47315
AR,Van Buren,2659,39629
AR,Washington,30035,64218
AR,White,12106,51660
AR,Woodruff,1514,37331
AR,Yell,2996,48526
CA,California,4742405,84831
CA,Alameda,152654,108971
CA,Alpine,194,87570
CA,Amador,4104,68159
CA,Butte,33874,62982
CA,Calaveras,6198,68298
CA,Colusa,2466,60725
CA,Contra Costa,100948,110595
CA,Del Norte,5368,48108
CA,El Dorado,16839,87689
CA,Fresno,193449,63140
CA,Glenn,4397,56741
CA,Humboldt,25781,53924
CA,Imperial,29738,50970
CA,Inyo,2382,62381
CA,Kern,164169,57926
CA,Kings,24295,60810
CA,Lake,11196,55801
CA,Lassen,4805,56923
CA,Los Angeles,1365808,77356
CA,Madera,31044,60241
CA,Marin,19734,118472
CA,Mariposa,2387,60377
CA,Mendocino,14539,57516
CA,Merced,61359,54703
CA,Modoc,1688,49273
CA,Mono,1278,70945
CA,Monterey,50725,81404
CA,Napa,11814,94127
CA,Nevada,12141,77220
CA,Orange,309402,100210
CA,Placer,26816,103588
CA,Plumas,2545,58154
CA,Riverside,282068,78690
CA,Sacramento,203413,79611
CA,San Benito,5899,95187
CA,San Bernardino,285474,74218
CA,San Diego,340522,90756
CA,San Francisco,90898,119776
CA,San Joaquin,95382,79598
CA,San Luis Obispo,35120,79688
CA,San Mateo,49900,131151
CA,Santa Barbara,65029,83185
CA,Santa Clara,128955,141161
CA,Santa Cruz,27132,90370
CA,Shasta,25141,60187
CA,Sierra,398,60659
CA,Siskiyou,7301,50069
CA,Solano,44037,87348
CA,Sonoma,43661,92999
CA,Stanislaus,76921,73151
CA,Sutter,15224,63246
CA,Tehama,10107,53654
CA,Trinity,3010,45508
CA,Tulare,88367,57398
CA,Tuolumne,6848,61396
CA,Ventura,73968,95819
CA,Yolo,30708,76247
CA,Yuba,12784,60764
CO,Colorado,554126,82228
CO,Adams,51680,80831
CO,Alamosa,2887,51009
CO,Arapahoe,56744,84308
CO,Archuleta,1556,68025
CO,Baca,697,44257
CO,Bent,1284,37185
CO,Boulder,34103,90327
CO,Broomfield,3680,106413
CO,Chaffee,1952,65987
CO,Cheyenne,215,58544
CO,Clear Creek,712,78312
CO,Conejos,1268,45931
CO,Costilla,835,35416
CO,Crowley,1241,38049
CO,Custer,519,63505
CO,Delta,4325,52403
CO,Denver,82086,81262
CO,Dolores,332,55157
CO,Douglas,10490,129839
CO,Eagle,3922,94928
CO,Elbert,1447,114853
CO,El Paso,68718,79094
CO,Fremont,6608,51732
CO,Garfield,5667,78940
CO,Gilpin,406,82370
CO,Grand,1135,78779
CO,Gunnison,2016,63872
CO,Hinsdale,59,66213
CO,Huerfano,1261,46798
CO,Jackson,201,55535
CO,Jefferson,41422,94401
CO,Kiowa,180,61430
CO,Kit Carson,832,56272
CO,Lake,828,64416
CO,La Plata,5521,74774
CO,Larimer,39476,78681
CO,Las Animas,2920,42708
CO,Lincoln,699,51975
CO,Logan,2982,53234
CO,Mesa,16238,63531
CO,Mineral,89,62213
CO,Moffat,1409,64133
CO,Montezuma,3957,53337
CO,Montrose,5370,56686
CO,Morgan,3524,61849
CO,Otero,3555,45658
CO,Ouray,323,80686
CO,Park,1280,84361
CO,Phillips,529,56577
CO,Pitkin,1155,96316
CO,Prowers,2251,48337
CO,Pueblo,26839,56311
CO,Rio Blanco,632,65334
CO,Rio Grande,1611,52353
CO,Routt,1484,93776
CO,Saguache,1392,43366
CO,San Juan,101,54146
CO,San Miguel,729,79742
CO,Sedgwick,328,45645
CO,Summit,2053,90297
CO,Teller,1968,76715
CO,Washington,544,57522
CO,Weld,32543,84826
CO,Yuma,1315,56161
CT,Connecticut,355861,83628
CT,Fairfield,85452,100703
CT,Hartford,92542,79958
CT,Litchfield,15713,84689
CT,Middlesex,10537,94735
CT,New Haven,100433,75094
CT,New London,23102,78552
CT,Tolland,15039,86430
CT,Windham,13043,71581
DE,Delaware,113026,71636
DE,Kent,21961,64670
DE,New Castle,63059,74088
DE,Sussex,28006,70500
DC,District of Columbia,107307,91072
DC,District of Columbia,107307,91072
FL,Florida,2830813,63054
FL,Alachua,50668,56006
FL,Baker,4187,60994
FL,Bay,24383,60106
FL,Bradford,4636,54911
FL,Brevard,68879,65280
FL,Broward,244519,65536
FL,Calhoun,2488,43210
FL,Charlotte,20910,59547
FL,Citrus,24173,48237
FL,Clay,17574,76711
FL,Collier,39843,75799
FL,Columbia,10722,52035
FL,DeSoto,8117,43256
FL,Dixie,3599,39029
FL,Duval,146090,60121
FL,Escambia,56350,54492
FL,Flagler,12373,65783
FL,Franklin,2277,44684
FL,Gadsden,10645,45678
FL,Gilchrist,2644,52168
FL,Glades,2123,46389
FL,Gulf,2190,51684
FL,Hamilton,2933,39522
FL,Hardee,5268,45964
FL,Hendry,8678,48841
FL,Hernando,23828,56443
FL,Highlands,15428,47820
FL,Hillsborough,208765,65818
FL,Holmes,3613,44139
FL,Indian River,18938,61351
FL,Jackson,8499,42721
FL,Jefferson,2181,56130
FL,Lafayette,1360,45732
FL,Lake,39022,64662
FL,Lee,95012,66426
FL,Leon,45137,57246
FL,Levy,8228,45494
FL,Liberty,1391,48271
FL,Madison,3585,43444
FL,Manatee,40642,67929
FL,Marion,50984,54555
FL,Martin,17768,67059
FL,Miami-Dade,398855,58905
FL,Monroe,8907,68975
FL,Nassau,9280,78069
FL,Okaloosa,20091,69053
FL,Okeechobee,7841,47642
FL,Orange,208064,64579
FL,Osceola,53195,60495
FL,Palm Beach,171280,70024
FL,Pasco,67129,59555
FL,Pinellas,115468,61851
FL,Polk,115547,56344
FL,Putnam,19159,38759
FL,St. Johns,18142,94662
FL,St. Lucie,38819,62378
FL,Santa Rosa,16609,80837
FL,Sarasota,37895,71630
FL,Seminole,43726,70470
FL,Sumter,12096,69707
FL,Suwannee,8648,46284
FL,Taylor,3889,47083
FL,Union,2536,48667
FL,Volusia,75803,58246
FL,Wakulla,3164,71962
FL,Walton,9632,64779
FL,Washington,4395,47930
GA,Georgia,1493837,66507
GA,Appling,3292,46530
GA,Atkinson,1983,40303
GA,Bacon,2522,43154
GA,Baker,728,44106
GA,Baldwin,9332,44685
GA,Banks,2363,60485
GA,Barrow,8262,67646
GA,Bartow,12677,67604
GA,Ben Hill,3731,39863
GA,Berrien,3091,46404
GA,Bibb,36780,47859
GA,Bleckley,2153,51770
GA,Brantley,3310,48076
GA,Brooks,3809,40936
GA,Bryan,3766,87334
GA,Bulloch,16122,53105
GA,Burke,4961,46977
GA,Butts,3195,61471
GA,Calhoun,1380,38232
GA,Camden,6323,63482
GA,Candler,2371,41593
GA,Carroll,19224,59894
GA,Catoosa,7873,64245
GA,Charlton,2575,47229
GA,Chatham,43618,61527
GA,Chattahoochee,1114,53786
GA,Chattooga,4768,42974
GA,Cherokee,18933,96997
GA,Clarke,25418,49145
GA,Clay,686,35957
GA,Clayton,55143,51422
GA,Clinch,1590,44799
GA,Cobb,72765,87532
GA,Coffee,10440,36708
GA,Colquitt,10027,44485
GA,Columbia,11580,87281
GA,Cook,3435,44995
GA,Coweta,12129,85182
GA,Crawford,1962,54442
GA,Crisp,4729,41505
GA,Dade,1728,64054
GA,Dawson,2556,76903
GA,Decatur,6635,42960
GA,DeKalb,108081,70756
GA,Dodge,4620,40856
GA,Dooly,2108,43270
GA,Dougherty,21155,41985
GA,Douglas,18540,66162
GA,Early,2730,38817
GA,Echols,794,42241
GA,Effingham,6045,76626
GA,Elbert,3710,42866
GA,Emanuel,5156,45252
GA,Evans,2447,41847
GA,Fannin,3397,54446
GA,Fayette,7752,92319
GA,Floyd,15376,59685
GA,Forsyth,13636,120919
GA,Franklin,3792,48045
GA,Fulton,142028,82820
GA,Gilmer,4449,57970
GA,Glascock,436,49175
GA,Glynn,13760,60685
GA,Gordon,7364,56053
GA,Grady,5741,42171
GA,Greene,2716,65261
GA,Gwinnett,102953,75021
GA,Habersham,5918,55987
GA,Hall,24666,68057
GA,Hancock,2228,35830
GA,Haralson,4514,62472
GA,Harris,2899,80911
GA,Hart,4075,59149
GA,Heard,1969,50379
GA,Henry,23188,76577
GA,Houston,19058,71609
GA,Irwin,1817,44540
GA,Jackson,9491,72486
GA,Jasper,2232,61354
GA,Jeff Davis,2861,42192
GA,Jefferson,3037,42461
GA,Jenkins,2052,38497
GA,Johnson,2041,37703
GA,Jones,3513,61509
GA,Lamar,2550,55933
GA,Lanier,1924,47789
GA,Laurens,10614,47905
GA,Lee,3163,76546
GA,Liberty,11429,50696
GA,Lincoln,1266,50080
GA,Long,2467,55601
GA,Lowndes,27652,46565
GA,Lumpkin,4246,64077
GA,McDuffie,4182,44597
GA,McIntosh,2367,47651
GA,Macon,3132,35660
GA,Madison,4611,56526
GA,Marion,1580,39717
GA,Meriwether,4468,46799
GA,Miller,1400,44814
GA,Mitchell,4790,42539
GA,Monroe,3221,65697
GA,Montgomery,1647,47618
GA,Morgan,2222,67187
GA,Murray,6208,53297
GA,Muscogee,40496,52090
GA,Newton,14185,71366
GA,Oconee,2577,112581
GA,Oglethorpe,2010,57215
GA,Paulding,13209,89632
GA,Peach,5304,54921
GA,Pickens,3452,72539
GA,Pierce,3052,51688
GA,Pike,1859,75668
GA,Polk,7598,49061
GA,Pulaski,1862,45594
GA,Putnam,3635,55826
GA,Quitman,547,38357
GA,Rabun,2109,58463
GA,Randolph,1702,34883
GA,Richmond,41249,47816
GA,Rockdale,12697,65746
GA,Schley,718,53369
GA,Screven,2769,45061
GA,Seminole,2124,41917
GA,Spalding,14186,52902
GA,Stephens,4391,47909
GA,Stewart,1288,37318
GA,Sumter,7727,39008
GA,Talbot,1333,42646
GA,Taliaferro,358,40045
GA,Tattnall,5359,44225
GA,Taylor,1744,41030
GA,Telfair,3027,38091
GA,Terrell,2309,40549
GA,Thomas,8615,50154
GA,Tift,8484,48717
GA,Toombs,6087,45253
GA,Towns,1585,51810
GA,Treutlen,1300,40947
GA,Troup,10559,49557
GA,Turner,2247,37477
GA,Twiggs,1634,47382
GA,Union,3035,59494
GA,Upson,5129,47140
GA,Walker,9524,47810
GA,Walton,10602,73839
GA,Ware,8158,43065
GA,Warren,1321,40361
GA,Washington,4057,46051
GA,Wayne,6988,46314
GA,Webster,481,44084
GA,Wheeler,1692,35664
GA,White,3456,61473
GA,Whitfield,13655,56973
GA,Wilcox,1897,38449
GA,Wilkes,1879,42567
GA,Wilkinson,1832,46475
GA,Worth,4178,48943
HI,Hawaii,29361,67896
HI,Honolulu,96646,90176
HI,Kalawao,,
HI,Kauai,8101,76719
HI,Maui,18548,75421
ID,Ada,43285,79345
ID,Adams,590,51829
ID,Bannock,11121,60058
ID,Bear Lake,633,60265
ID,Benewah,1348,53667
ID,Bingham,5482,63576
ID,Blaine,1772,86735
ID,Boise,962,71545
ID,Bonner,5761,61940
ID,Bonneville,12383,69880
ID,Boundary,1506,55285
ID,Butte,417,52221
ID,Camas,108,57230
ID,Canyon,26280,64301
ID,Caribou,696,66697
ID,Cassia,2803,63356
ID,Clark,113,52838
ID,Clearwater,1208,53344
ID,Custer,554,53846
ID,Elmore,3166,51436
ID,Franklin,1192,59974
ID,Fremont,1546,58878
ID,Gem,2437,58562
ID,Gooding,1707,59174
ID,Idaho,2232,51056
ID,Jefferson,2540,75957
ID,Jerome,3088,59040
ID,Kootenai,16927,68043
ID,Latah,5113,59436
ID,Lemhi,974,57499
ID,Lewis,486,50128
ID,Lincoln,593,57111
ID,Madison,9330,55721
ID,Minidoka,3025,61010
ID,Nez Perce,6377,61951
ID,Oneida,493,60769
ID,Owyhee,1731,52374
ID,Payette,3126,58885
ID,Power,1001,57322
ID,Shoshone,2404,47699
ID,Teton,907,84015
ID,Twin Falls,12185,57487
ID,Valley,1015,69425
ID,Washington,1476,51067
IL,Illinois,1493042,72215
IL,Adams,7424,59777
IL,Alexander,1084,41816
IL,Bond,2024,57287
IL,Boone,5341,71557
IL,Brown,758,51294
IL,Bureau,3929,61431
IL,Calhoun,434,63586
IL,Carroll,2093,54450
IL,Cass,1429,60961
IL,Champaign,28582,58787
IL,Christian,3823,52500
IL,Clark,1533,58741
IL,Clay,1827,51042
IL,Clinton,3152,77272
IL,Coles,7668,47693
IL,Cook,703874,72063
IL,Crawford,2334,59128
IL,Cumberland,1060,69740
IL,DeKalb,13529,67081
IL,De Witt,1612,64325
IL,Douglas,1783,65447
IL,DuPage,62952,99536
IL,Edgar,2115,56772
IL,Edwards,722,53779
IL,Effingham,3158,69988
IL,Fayette,3011,52610
IL,Ford,1469,57483
IL,Franklin,6089,49510
IL,Fulton,4629,50978
IL,Gallatin,846,48424
IL,Greene,1632,53394
IL,Grundy,3496,83254
IL,Hamilton,1032,55409
IL,Hancock,2053,56700
IL,Hardin,680,47144
IL,Henderson,770,59415
IL,Henry,4560,62683
IL,Iroquois,2801,60736
IL,Jackson,11033,43334
IL,Jasper,905,59069
IL,Jefferson,5309,53294
IL,Jersey,1914,68675
IL,Jo Daviess,1877,67839
IL,Johnson,1610,57073
IL,Kane,43982,90941
IL,Kankakee,13545,63880
IL,Kendall,6634,100483
IL,Knox,6653,47559
IL,Lake,58626,95895
IL,La Salle,13900,64447
IL,Lawrence,2459,46525
IL,Lee,4083,60542
IL,Livingston,3909,61569
IL,Logan,3238,58939
IL,McDonough,4256,53024
IL,McHenry,18456,92522
IL,McLean,21514,71309
IL,Macon,16893,48245
IL,Macoupin,6702,57755
IL,Madison,29596,65886
IL,Marion,5653,55292
IL,Marshall,1124,64132
IL,Mason,1579,58828
IL,Massac,2259,52680
IL,Menard,1012,75687
IL,Mercer,1694,64731
IL,Monroe,1548,93054
IL,Montgomery,3376,59116
IL,Morgan,4168,54644
IL,Moultrie,1359,69652
IL,Ogle,4291,74472
IL,Peoria,28357,56460
IL,Perry,3069,53071
IL,Piatt,1090,81583
IL,Pike,1941,54474
IL,Pope,635,50404
IL,Pulaski,1128,42738
IL,Putnam,418,74798
IL,Randolph,3909,58694
IL,Richland,2188,56852
IL,Rock Island,22803,58171
IL,St. Clair,33300,66422
IL,Saline,3976,50914
IL,Sangamon,27610,68476
IL,Schuyler,829,57839
IL,Scott,552,63510
IL,Shelby,2129,55725
IL,Stark,592,58265
IL,Stephenson,5216,56263
IL,Tazewell,11918,65427
IL,Union,2844,52384
IL,Vermilion,13859,49825
IL,Wabash,1609,56183
IL,Warren,2067,61734
IL,Washington,1141,66746
IL,Wayne,2263,51669
IL,White,2111,50653
IL,Whiteside,7181,56805
IL,Will,54149,93994
IL,Williamson,9551,55447
IL,Winnebago,39659,57113
IL,Woodford,2484,85085
IN,Indiana,799733,62723
IN,Adams,4478,62282
IN,Allen,50086,62680
IN,Bartholomew,6624,72458
IN,Benton,901,60738
IN,Blackford,1526,47553
IN,Boone,3980,98047
IN,Brown,1670,66839
IN,Carroll,1730,57019
IN,Cass,4459,53813
IN,Clark,12668,62822
IN,Clay,2894,64245
IN,Clinton,3352,60609
IN,Crawford,1605,52031
IN,Daviess,4151,59888
IN,Dearborn,3819,73150
IN,Decatur,2576,64871
IN,De Kalb,3411,65059
IN,Delaware,19056,50533
IN,Dubois,3187,67615
IN,Elkhart,22950,62233
IN,Fayette,3116,50642
IN,Floyd,7237,67330
IN,Fountain,1726,55195
IN,Franklin,1950,61261
IN,Fulton,2224,57400
IN,Gibson,3675,60592
IN,Grant,11528,50248
IN,Greene,4349,55504
IN,Hamilton,13447,108203
IN,Hancock,4459,80326
IN,Harrison,3320,66989
IN,Hendricks,9294,90298
IN,Henry,6831,52994
IN,Howard,9771,56268
IN,Huntington,3758,55546
IN,Jackson,6443,61943
IN,Jasper,2807,74336
IN,Jay,2723,52315
IN,Jefferson,3593,59333
IN,Jennings,3421,61964
IN,Johnson,12092,79914
IN,Knox,5092,56564
IN,Kosciusko,7328,66525
IN,Lagrange,2998,80335
IN,Lake,68461,61468
IN,La Porte,12934,62620
IN,Lawrence,5608,52557
IN,Madison,19464,54026
IN,Marion,143143,58737
IN,Marshall,3916,68799
IN,Martin,1119,61520
IN,Miami,4841,56867
IN,Monroe,26549,53166
IN,Montgomery,4326,57997
IN,Morgan,7344,69203
IN,Newton,1622,61336
IN,Noble,4226,65979
IN,Ohio,539,64947
IN,Orange,2807,52910
IN,Owen,2395,57716
IN,Parke,2375,55683
IN,Perry,2271,58097
IN,Pike,1349,52093
IN,Porter,16533,80878
IN,Posey,2268,74102
IN,Pulaski,1393,58239
IN,Putnam,3858,61223
IN,Randolph,3371,50809
IN,Ripley,2548,65893
IN,Rush,1806,60486
IN,St. Joseph,37269,59325
IN,Scott,3461,54747
IN,Shelby,4382,64528
IN,Spencer,1582,62311
IN,Starke,3292,57994
IN,Steuben,3237,65407
IN,Sullivan,2998,47606
IN,Switzerland,1345,57362
