State,Area_name,POVALL_2021,MEDHHINC_2021
SC,Marion,8347,37534
SC,Marlboro,5752,38254
SC,Newberry,5489,57072
SC,Oconee,12882,53432
SC,Orangeburg,21206,39832
SC,Pickens,21938,54415
SC,Richland,66286,56940
SC,Saluda,3067,50440
SC,Spartanburg,44859,60470
SC,Sumter,20439,48286
SC,Union,5354,43615
SC,Williamsburg,6280,40235
SC,York,27670,73466
SD,South Dakota,103337,66843
SD,Aurora,263,56110
SD,Beadle,2383,53648
SD,Bennett,1046,41607
SD,Bon Homme,781,54009
SD,Brookings,3952,61581
SD,Brown,4281,62070
SD,Brule,655,58516
SD,Buffalo,686,25653
SD,Butte,1269,53812
SD,Campbell,150,61892
SD,Charles Mix,1990,50712
SD,Clark,386,59637
SD,Clay,2167,51388
SD,Codington,2712,65106
SD,Corson,1615,34372
SD,Custer,822,68600
SD,Davison,2183,60924
SD,Day,765,56687
SD,Deuel,386,63342
SD,Dewey,1237,45120
SD,Douglas,310,60711
SD,Edmunds,389,67142
SD,Fall River,948,52113
SD,Faulk,315,59970
SD,Grant,730,66697
SD,Gregory,560,45603
SD,Haakon,193,54380
SD,Hamlin,473,75467
SD,Hand,264,64118
SD,Hanson,276,79602
SD,Harding,150,58187
SD,Hughes,1652,72724
SD,Hutchinson,889,60502
SD,Hyde,137,60715
SD,Jackson,801,39639
SD,Jerauld,209,67818
SD,Jones,113,53891
SD,Kingsbury,470,60106
SD,Lake,986,67151
SD,Lawrence,3307,62652
SD,Lincoln,2657,91352
SD,Lyman,767,48076
SD,McCook,507,69208
SD,McPherson,380,49970
SD,Marshall,468,62871
SD,Meade,2733,63475
SD,Mellette,559,40223
SD,Miner,245,60032
SD,Minnehaha,18377,73040
SD,Moody,651,66527
SD,Oglala Lakota,5877,35046
SD,Pennington,12746,64387
SD,Perkins,397,49810
SD,Potter,242,64542
SD,Roberts,1759,55666
SD,Sanborn,283,61286
SD,Spink,673,62269
SD,Stanley,226,73957
SD,Sully,111,62078
SD,Todd,3672,36362
SD,Tripp,1111,50688
SD,Turner,825,66854
SD,Union,1086,87314
SD,Walworth,836,53162
SD,Yankton,2344,65826
SD,Ziebach,905,37066
TN,Tennessee,934856,59698
TN,Anderson,10945,58633
TN,Bedford,6785,55420
TN,Benton,2861,45165
TN,Bledsoe,2765,44867
TN,Blount,13065,62724
TN,Bradley,12529,56273
TN,Campbell,7730,44325
TN,Cannon,2144,53093
TN,Carroll,4318,45997
TN,Carter,9394,45293
TN,Cheatham,3526,75162
TN,Chester,2873,51615
TN,Claiborne,5291,43331
TN,Clay,1404,39770
TN,Cocke,7563,40572
TN,Coffee,9069,55070
TN,Crockett,2156,50792
TN,Cumberland,9180,52000
TN,Davidson,101651,65463
TN,Decatur,1977,48292
TN,DeKalb,3140,45612
TN,Dickson,6608,61219
TN,Dyer,5767,51499
TN,Fayette,5216,70943
TN,Fentress,3692,41469
TN,Franklin,5097,57723
TN,Gibson,6592,51280
TN,Giles,3709,55468
TN,Grainger,3988,46983
TN,Greene,8659,54166
TN,Grundy,2744,41266
TN,Hamblen,11667,48483
TN,Hamilton,45470,65689
TN,Hancock,1829,34055
TN,Hardeman,4501,44314
TN,Hardin,4660,50309
TN,Hawkins,9357,49873
TN,Haywood,3713,42634
TN,Henderson,3752,53282
TN,Henry,5183,45980
TN,Hickman,3895,50345
TN,Houston,1248,48788
TN,Humphreys,2282,55298
TN,Jackson,2453,43611
TN,Jefferson,7962,50969
TN,Johnson,3908,42230
TN,Knox,57580,64817
TN,Lake,1643,29281
TN,Lauderdale,4943,42280
TN,Lawrence,5998,49794
TN,Lewis,1855,50422
TN,Lincoln,5111,52018
TN,Loudon,5365,72378
TN,McMinn,7651,50480
TN,McNairy,3913,45083
TN,Macon,4014,49357
TN,Madison,16124,53954
TN,Marion,4638,51898
TN,Marshall,3828,64710
TN,Maury,10695,68425
TN,Meigs,1956,51337
TN,Monroe,7185,50364
TN,Montgomery,24078,63593
TN,Moore,636,62609
TN,Morgan,3447,48122
TN,Obion,4662,50021
TN,Overton,3352,45793
TN,Perry,1413,43998
TN,Pickett,715,44566
TN,Polk,2350,50863
TN,Putnam,10745,52138
TN,Rhea,5103,50479
TN,Roane,7003,56355
TN,Robertson,7662,67539
TN,Rutherford,30038,77942
TN,Scott,4841,40788
TN,Sequatchie,2198,55099
TN,Sevier,12973,51771
TN,Shelby,163230,54931
TN,Smith,2331,56567
TN,Stewart,1820,56764
TN,Sullivan,26800,49489
TN,Sumner,17062,71268
TN,Tipton,7822,62814
TN,Trousdale,1666,49014
TN,Unicoi,2514,44971
TN,Union,3101,51102
TN,Van Buren,1045,45565
TN,Warren,6403,48444
TN,Washington,18653,56071
TN,Wayne,2819,47563
TN,Weakley,5665,44799
TN,White,4457,45239
TN,Williamson,10137,123474
TN,Wilson,11297,82489
TX,Texas,4122799,66959
TX,Anderson,9124,54515
TX,Andrews,2168,70005
TX,Angelina,15434,50620
TX,Aransas,3629,55435
TX,Archer,829,69286
TX,Armstrong,178,64401
TX,Atascosa,8151,57905
TX,Austin,3122,68150
TX,Bailey,1084,47375
TX,Bandera,2445,69051
TX,Bastrop,11414,72809
TX,Baylor,602,45408
TX,Bee,6383,45431
TX,Bell,52868,58878
TX,Bexar,293859,63014
TX,Blanco,1063,69247
TX,Borden,61,69744
TX,Bosque,2404,56041
TX,Bowie,15460,52934
TX,Brazoria,33053,82165
TX,Brazos,50154,50494
TX,Brewster,1250,51197
TX,Briscoe,205,49905
TX,Brooks,1986,33460
TX,Brown,5603,48803
TX,Burleson,2575,57469
TX,Burnet,4950,72510
TX,Caldwell,5779,60063
TX,Calhoun,2867,70662
TX,Callahan,1702,56708
TX,Cameron,103230,46436
TX,Camp,2102,51024
TX,Carson,520,66548
TX,Cass,5136,42896
TX,Castro,1184,62236
TX,Chambers,5034,89767
TX,Cherokee,8776,48664
TX,Childress,1093,42758
TX,Clay,1093,60973
TX,Cochran,529,42274
TX,Coke,497,46767
TX,Coleman,1488,42253
TX,Collin,72757,102119
TX,Collingsworth,436,45734
TX,Colorado,2527,62004
TX,Comal,9181,93487
TX,Comanche,2196,49076
TX,Concho,490,48563
TX,Cooke,5423,58060
TX,Coryell,9611,59718
TX,Cottle,259,44590
TX,Crane,519,63555
TX,Crockett,447,53159
TX,Crosby,1173,42728
TX,Culberson,427,48217
TX,Dallam,747,70895
TX,Dallas,368709,63549
TX,Dawson,2330,43627
TX,Deaf Smith,3134,50967
TX,Delta,847,50329
TX,Denton,68494,98027
TX,DeWitt,3108,54279
TX,Dickens,313,42690
TX,Dimmit,2162,41838
TX,Donley,516,44353
TX,Duval,2776,37921
TX,Eastland,3191,47526
TX,Ector,26375,58389
TX,Edwards,289,47573
TX,Ellis,17641,87698
TX,El Paso,171242,50983
TX,Erath,7181,51964
TX,Falls,3141,46173
TX,Fannin,4835,56794
TX,Fayette,2676,64711
TX,Fisher,564,51362
TX,Floyd,966,43855
TX,Foard,183,42616
TX,Fort Bend,61654,98070
TX,Franklin,1537,51885
TX,Freestone,2892,48397
TX,Frio,4124,47833
TX,Gaines,3009,58712
TX,Galveston,42174,77627
TX,Garza,1044,43890
TX,Gillespie,2376,71594
TX,Glasscock,98,116958
TX,Goliad,1045,58937
TX,Gonzales,3129,48164
TX,Gray,3388,45530
TX,Grayson,15392,62678
TX,Gregg,19426,57608
TX,Grimes,4419,52540
TX,Guadalupe,16664,80145
TX,Hale,5848,47373
TX,Hall,679,34766
TX,Hamilton,1201,53759
TX,Hansford,595,57692
TX,Hardeman,610,45677
TX,Hardin,5485,67183
TX,Harris,767505,63539
TX,Harrison,10198,56645
TX,Hartley,450,71332
TX,Haskell,1023,43546
TX,Hays,30782,79336
TX,Hemphill,330,65387
TX,Henderson,12989,50348
TX,Hidalgo,251220,44260
TX,Hill,4985,52495
TX,Hockley,3379,51078
TX,Hood,6484,68911
TX,Hopkins,5350,56680
TX,Houston,3915,45603
TX,Howard,4851,55842
TX,Hudspeth,780,38904
TX,Hunt,13902,58326
TX,Hutchinson,2551,56646
TX,Irion,136,69966
TX,Jack,1233,51846
TX,Jackson,2002,60666
TX,Jasper,7663,50038
TX,Jeff Davis,398,56149
TX,Jefferson,45633,55575
TX,Jim Hogg,1111,37454
TX,Jim Wells,8234,43852
TX,Johnson,17978,76226
TX,Jones,2929,52288
TX,Karnes,2721,48470
TX,Kaufman,13916,73660
TX,Kendall,3154,102832
TX,Kenedy,48,42379
TX,Kent,81,54154
TX,Kerr,6378,60834
TX,Kimble,679,48671
TX,King,30,74890
TX,Kinney,545,50567
TX,Kleberg,7233,49226
TX,Knox,562,45558
TX,Lamar,8424,50787
TX,Lamb,2423,48981
TX,Lampasas,2694,64401
TX,La Salle,1503,40549
TX,Lavaca,2505,54421
TX,Lee,2215,59469
TX,Leon,2593,51582
TX,Liberty,14473,57174
TX,Limestone,3503,50381
TX,Lipscomb,385,64249
TX,Live Oak,1838,52910
TX,Llano,2650,61037
TX,Loving,3,100917
TX,Lubbock,48593,57270
TX,Lynn,952,50374
TX,McCulloch,1288,43525
TX,McLennan,37352,58524
TX,McMullen,73,63120
TX,Madison,2000,48251
TX,Marion,2188,43178
TX,Martin,688,69505
TX,Mason,466,56690
TX,Matagorda,8267,50054
TX,Maverick,11691,41815
TX,Medina,7080,62907
TX,Menard,380,41507
TX,Midland,17432,84837
TX,Milam,3604,53320
TX,Mills,601,54948
TX,Mitchell,1447,44476
TX,Montague,2850,54988
TX,Montgomery,67809,87831
TX,Moore,2486,61833
TX,Morris,2213,44957
TX,Motley,180,47835
TX,Nacogdoches,12474,46970
TX,Navarro,8469,51015
TX,Newton,2310,44030
TX,Nolan,2601,44342
TX,Nueces,62967,59337
TX,Ochiltree,1149,60914
TX,Oldham,239,62868
TX,Orange,10515,65908
TX,Palo Pinto,4212,57580
TX,Panola,3018,54244
TX,Parker,12227,85613
TX,Parmer,1481,56632
TX,Pecos,2972,49291
TX,Polk,8117,50827
TX,Potter,22716,45904
TX,Presidio,1304,39791
TX,Rains,1594,57294
TX,Randall,12785,72082
TX,Reagan,386,65162
TX,Real,435,46907
TX,Red River,2140,46134
TX,Reeves,2590,46275
TX,Refugio,1033,46695
TX,Roberts,59,73224
TX,Robertson,2842,50816
TX,Rockwall,5880,120696
TX,Runnels,1509,48190
TX,Rusk,7880,53186
TX,Sabine,1628,46233
TX,San Augustine,1768,43335
TX,San Jacinto,4804,52302
TX,San Patricio,11367,58227
TX,San Saba,935,45437
TX,Schleicher,358,52408
TX,Scurry,2308,49727
TX,Shackelford,383,61351
TX,Shelby,4650,43244
TX,Sherman,332,62557
TX,Smith,30154,62903
TX,Somervell,863,68280
TX,Starr,20610,33535
TX,Stephens,1389,46064
TX,Sterling,158,69212
TX,Stonewall,185,49813
TX,Sutton,459,59905
TX,Swisher,1347,45509
TX,Tarrant,242783,71399
TX,Taylor,24828,53820
TX,Terrell,126,44343
TX,Terry,2414,42225
TX,Throckmorton,224,46253
TX,Titus,4920,49513
TX,Tom Green,15221,60750
TX,Travis,143340,84519
TX,Trinity,2339,46569
TX,Tyler,3232,46955
TX,Upshur,6166,51634
TX,Upton,502,49340
TX,Uvalde,4984,48438
TX,Val Verde,8612,50532
TX,Van Zandt,8074,59929
TX,Victoria,14471,57142
TX,Walker,14402,43012
TX,Waller,7505,65437
TX,Ward,1565,58461
TX,Washington,4719,66601
TX,Webb,59771,50865
TX,Wharton,6575,56522
TX,Wheeler,691,49282
TX,Wichita,17237,53148
TX,Wilbarger,1747,48117
TX,Willacy,5912,37087
TX,Williamson,38403,96653
TX,Wilson,5004,78794
TX,Winkler,1076,62477
TX,Wise,7216,77668
TX,Wood,6250,53485
TX,Yoakum,971,66816
TX,Young,2628,53715
TX,Zapata,4001,37474
TX,Zavala,2338,35046
UT,Beaver,662,59437
UT,Box Elder,4712,69538
UT,Cache,14719,69670
UT,Carbon,3166,50503
UT,Daggett,70,57400
UT,Davis,23286,93260
UT,Duchesne,2555,63327
UT,Emery,1173,62257
UT,Garfield,490,56943
UT,Grand,1061,52645
UT,Iron,7906,61421
UT,Juab,1057,77036
UT,Kane,729,62311
UT,Millard,1322,68131
UT,Morgan,564,111472
UT,Piute,219,50768
UT,Rich,208,70815
UT,Salt Lake,103046,80676
UT,San Juan,3832,48071
UT,Sanpete,3129,62098
UT,Sevier,2107,68303
UT,Summit,2509,124354
UT,Tooele,4289,90591
UT,Uintah,4285,64105
UT,Utah,54542,86597
UT,Wasatch,1751,102206
UT,Washington,17782,63639
UT,Wayne,283,57768
UT,Weber,24635,72348
VT,Vermont,63208,72415
VT,Addison,2919,79756
VT,Bennington,4471,65185
VT,Caledonia,3687,59762
VT,Chittenden,15931,84290
VT,Essex,854,50840
VT,Franklin,4578,69583
VT,Grand Isle,574,80693
VT,Lamoille,2222,64083
VT,Orange,2827,71487
VT,Orleans,3384,54346
VT,Rutland,6135,59916
VT,Washington,5015,75692
VT,Windham,5065,64381
VT,Windsor,5547,65086
VA,Accomack,5326,50949
VA,Albemarle,7465,91849
VA,Alleghany,1967,49197
VA,Amelia,1307,62884
VA,Amherst,3742,57294
VA,Appomattox,1873,58860
VA,Arlington,18150,124474
VA,Augusta,6314,69243
VA,Bath,449,56200
VA,Bedford,7042,66026
VA,Bland,796,50492
VA,Botetourt,2335,74081
VA,Brunswick,2955,47401
VA,Buchanan,4502,38087
VA,Buckingham,2487,54263
VA,Campbell,6018,53059
VA,Caroline,3357,73390
VA,Carroll,4231,45956
VA,Charles City,753,63299
VA,Charlotte,1917,48382
VA,Chesterfield,26947,86101
VA,Clarke,1059,91603
VA,Craig,557,57299
VA,Culpeper,4647,82220
VA,Cumberland,1432,52200
VA,Dickenson,2929,39722
VA,Dinwiddie,3268,66397
VA,Essex,1211,59012
VA,Fairfax,79572,133845
VA,Fauquier,4780,106714
VA,Floyd,1880,54765
VA,Fluvanna,2027,77226
VA,Franklin,6052,60062
VA,Frederick,6980,85262
VA,Giles,1934,55018
VA,Gloucester,3252,75630
VA,Goochland,1549,104379
VA,Grayson,2527,42553
VA,Greene,1630,76941
VA,Greensville,1945,49323
VA,Halifax,5290,46244
VA,Hanover,7297,95195
VA,Henrico,23099,78888
VA,Henry,8421,45784
VA,Highland,290,48972
VA,Isle of Wight,3205,86286
VA,James City,5538,92270
VA,King and Queen,938,59730
VA,King George,1776,98668
VA,King William,1280,79378
VA,Lancaster,1291,58578
VA,Lee,5178,38529
VA,Loudoun,15315,153716
VA,Louisa,3873,68838
VA,Lunenburg,2045,44852
VA,Madison,1294,67527
VA,Mathews,776,69978
VA,Mecklenburg,4619,48013
VA,Middlesex,1360,62710
VA,Montgomery,20612,57752
VA,Nelson,1828,61224
VA,New Kent,1150,102920
VA,Northampton,2089,51059
VA,Northumberland,1579,63255
VA,Nottoway,2800,46442
VA,Orange,3257,94547
VA,Page,3154,53449
VA,Patrick,2481,46963
VA,Pittsylvania,7731,52006
VA,Powhatan,1812,99854
VA,Prince Edward,3407,51239
VA,Prince George,4017,79710
VA,Prince William,30613,116354
VA,Pulaski,4420,53111
VA,Rappahannock,671,80098
VA,Richmond,1250,53959
VA,Roanoke,7597,73438
VA,Rockbridge,2254,59252
VA,Rockingham,6848,72392
VA,Russell,4649,45254
VA,Scott,4049,42894
VA,Shenandoah,4361,65308
VA,Smyth,5042,42303
VA,Southampton,2316,57965
VA,Spotsylvania,10287,100162
VA,Stafford,8443,116569
VA,Surry,797,61358
VA,Sussex,1616,54282
VA,Tazewell,7500,40728
VA,Warren,3699,73546
VA,Washington,6900,54223
VA,Westmoreland,2812,59959
VA,Wise,6330,41994
VA,Wythe,4727,51206
VA,York,3559,97500
VA,Alexandria city,15125,100877
VA,Bristol city,3098,41272
VA,Buena Vista city,921,47144
VA,Charlottesville city,9432,61255
VA,Chesapeake city,20347,87057
VA,Colonial Heights city,1704,59455
VA,Covington city,979,43075
VA,Danville city,9832,37652
VA,Emporia city,1143,41610
VA,Fairfax city,1747,107334
VA,Falls Church city,581,142430
VA,Franklin city,1584,46460
VA,Fredericksburg city,3696,77437
VA,Galax city,1334,42023
VA,Hampton city,16442,57662
VA,Harrisonburg city,11006,50250
VA,Hopewell city,4737,47263
VA,Lexington city,988,53400
VA,Lynchburg city,12216,52127
VA,Manassas city,3660,100530
VA,Manassas Park city,1242,87255
VA,Martinsville city,2622,38571
VA,Newport News city,27809,58303
VA,Norfolk city,34150,56951
VA,Norton city,738,38316
VA,Petersburg city,7518,40682
VA,Poquoson city,677,105525
VA,Portsmouth city,16721,53618
VA,Radford city,3456,48898
VA,Richmond city,45409,52011
VA,Roanoke city,17429,47545
VA,Salem city,2469,60740
VA,Staunton city,2979,54508
VA,Suffolk city,10069,78090
VA,Virginia Beach city,41912,81364
VA,Waynesboro city,2748,54106
VA,Williamsburg city,2170,61750
VA,Winchester city,3388,55908
WA,Washington,755589,84155
WA,Adams,3268,57405
WA,Asotin,3080,56438
WA,Benton,22043,77339
WA,Chelan,8478,64700
WA,Clallam,9204,62623
WA,Clark,45938,83790
WA,Columbia,529,59650
WA,Cowlitz,13865,70104
WA,Douglas,4331,64932
WA,Ferry,1266,50565
WA,Franklin,11196,79532
WA,Garfield,305,61268
WA,Grant,11623,61815
WA,Grays Harbor,10157,55018
WA,Island,6905,76729
WA,Jefferson,3699,61548
WA,King,205784,110351
WA,Kitsap,23100,86826
WA,Kittitas,6195,62721
WA,Klickitat,2978,61542
WA,Lewis,11288,63828
WA,Lincoln,1260,64692
WA,Mason,8214,73696
WA,Okanogan,6748,55233
WA,Pacific,3171,58715
WA,Pend Oreille,2188,55060
WA,Pierce,74284,85492
WA,San Juan,1997,71678
WA,Skagit,15073,72831
WA,Skamania,1324,75158
WA,Snohomish,59505,99650
WA,Spokane,59848,65571
WA,Stevens,6392,60180
WA,Thurston,29197,81544
WA,Wahkiakum,535,64777
WA,Walla Walla,7043,63631
WA,Whatcom,29011,71739
WA,Whitman,7490,53140
WA,Yakima,37078,60058
WV,West Virginia,291051,51122
WV,Barbour,2896,43545
WV,Berkeley,12365,70893
WV,Boone,5219,41227
WV,Braxton,2544,41587
WV,Brooke,2776,52217
WV,Cabell,17022,46923
WV,Calhoun,1459,38835
WV,Clay,1745,38261
WV,Doddridge,1222,48473
WV,Fayette,7599,40478
WV,Gilmer,1455,40450
WV,Grant,1646,47357
WV,Greenbrier,6037,41958
WV,Hampshire,3633,52186
WV,Hancock,4223,52301
WV,Hardy,2457,51591
WV,Harrison,9405,52026
WV,Jackson,4222,58606
WV,Jefferson,5575,85277
WV,Kanawha,27810,55069
WV,Lewis,2975,47275
WV,Lincoln,4065,41452
WV,Logan,7325,40394
WV,McDowell,5768,28720
WV,Marion,8257,51252
WV,Marshall,4826,51385
WV,Mason,4554,44360
WV,Mercer,10503,45679
WV,Mineral,3534,54960
WV,Mingo,7115,33416
WV,Monongalia,18293,56706
WV,Monroe,1872,47344
WV,Morgan,2184,58460
WV,Nicholas,4776,47186
WV,Ohio,5793,53560
WV,Pendleton,969,48035
WV,Pleasants,986,53712
WV,Pocahontas,1227,40260
WV,Preston,4618,57174
WV,Putnam,5725,66946
WV,Raleigh,15381,42525
WV,Randolph,4491,44451
WV,Ritchie,1589,47873
WV,Roane,2510,41202
WV,Summers,2740,40704
WV,Taylor,2552,51580
WV,Tucker,954,49097
WV,Tyler,1128,51594
WV,Upshur,4183,49704
WV,Wayne,6189,49227
WV,Webster,2060,36919
WV,Wetzel,2304,50110
WV,Wirt,893,50160
WV,Wood,12172,53435
WV,Wyoming,5232,37522
WI,Wisconsin,622948,67150
WI,Adams,2995,53592
WI,Ashland,2266,54799
WI,Barron,4219,60371
WI,Bayfield,1876,63136
WI,Brown,24355,67232
WI,Buffalo,1177,61382
WI,Burnett,2018,56874
WI,Calumet,2763,78666
WI,Chippewa,6376,62306
WI,Clark,4257,59258
WI,Columbia,4415,74842
WI,Crawford,1831,57130
WI,Dane,62409,77653
WI,Dodge,7043,67743
WI,Door,2604,64818
WI,Douglas,6193,58412
WI,Dunn,5177,64065
WI,Eau Claire,12739,63073
WI,Florence,478,62243
WI,Fond du Lac,8168,69428
WI,Forest,1250,52275
WI,Grant,6039,57861
WI,Green,2619,73386
WI,Green Lake,2478,59732
WI,Iowa,1777,73294
WI,Iron,743,50731
WI,Jackson,2497,59478
WI,Jefferson,6203,69247
WI,Juneau,3549,57000
WI,Kenosha,17554,71051
WI,Kewaunee,1567,71861
WI,La Crosse,13944,62302
WI,Lafayette,1639,66719
WI,Langlade,2348,57229
WI,Lincoln,2843,62064
WI,Manitowoc,8665,59774
WI,Marathon,10345,74050
WI,Marinette,3840,56942
WI,Marquette,1880,60020
WI,Menominee,1027,42976
WI,Milwaukee,161890,56417
WI,Monroe,5119,62742
WI,Oconto,3225,68480
WI,Oneida,3464,60679
WI,Outagamie,13789,73882
WI,Ozaukee,4244,91014
WI,Pepin,716,66179
WI,Pierce,3399,80354
WI,Polk,3829,68732
WI,Portage,7031,66471
WI,Price,1628,56249
WI,Racine,23827,69021
WI,Richland,2320,59120
WI,Rock,16283,66383
WI,Rusk,1925,51585
WI,St. Croix,5075,94629
WI,Sauk,6305,70254
WI,Sawyer,2588,51748
WI,Shawano,3916,62669
WI,Sheboygan,10013,64133
WI,Taylor,2027,59473
WI,Trempealeau,2892,63235
WI,Vernon,4489,60041
WI,Vilas,2677,61716
WI,Walworth,10644,70688
WI,Washburn,1955,57536
WI,Washington,7107,85266
WI,Waukesha,20035,94506
WI,Waupaca,5014,63216
WI,Waushara,3055,57188
WI,Winnebago,18013,64640
WI,Wood,8286,55946
WY,Wyoming,60226,66508
WY,Albany,6309,53112
WY,Big Horn,1440,58697
WY,Campbell,3882,88491
WY,Carbon,1706,63984
WY,Converse,1321,74174
WY,Crook,548,63270
WY,Fremont,5683,56316
WY,Goshen,1482,53428
WY,Hot Springs,592,54680
WY,Johnson,855,57275
WY,Laramie,9765,63134
WY,Lincoln,1522,75872
WY,Natrona,8349,63940
WY,Niobrara,341,50733
WY,Park,3372,63286
WY,Platte,1009,59634
WY,Sheridan,2929,63745
WY,Sublette,612,76703
WY,Sweetwater,3761,74677
WY,Teton,1392,102709
WY,Uinta,1917,70162
WY,Washakie,773,62176
WY,Weston,666,62509
